the_geom,postcode,organization_name,address,full_address,latitude,longitude,city,state,cartodb_id,main_phone__,discipline,council_district,community_board,borough,census_tract,bin,bbl,nta
0101000020E61000003D9171D6F17E52C077F86BB246634440,10023,"Robert H. Clampitt Foundation, Inc.","163 Amsterdam Avenue, #149","163 Amsterdam Avenue, #149, New York",40.775595,-73.9835106,New York,NY,1683,(202) 316-3917,"Multi-Discipline, Non-Perform",Manhattan Council District #6,Manhattan Community Board #7,Manhattan,153,1028849,1011390001,Lincoln Square
0101000020E6100000964B998AC37752C0BF61A2410A634440,11369,"Roberta Wells Conservatory of Arts & Learning, Inc.",P.O. Box 690075,"P.O. Box 690075, East Elmhurst",40.7737505,-73.8713099,East Elmhurst,NY,1684,(718) 565-0399,"Multi-Discipl, Perf & Non-Perf",Queens Council District #21,Queens Community Board #3,Queens,,,,
0101000020E6100000C8FD58D29B7552C02DBC81B8614A4440,11694,"Rockaway Artists Alliance, Inc.",260 Beach 116th Street,"260 Beach 116th Street, Rockaway Park",40.5811072,-73.8376356,Rockaway Park,NY,1685,(718) 474-0861,"Multi-Discipl, Perf & Non-Perf",Queens Council District #32,Queens Community Board #14,Queens,938,4303771,4161660483,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
0101000020E61000006D08E984AB6F52C04CCC0E4CC94C4440,11695,Rockaway Theatre Company,P.O. Box 950398,"P.O. Box 950398, Far Rockaway",40.5998931,-73.7448437,Far Rockaway,NY,1686,(917) 817-5594,Theater,Queens Council District #32,Queens Community Board #14,Queens,,,,
0101000020E61000006D08E984AB6F52C04CCC0E4CC94C4440,11690,"Rockaway Waterfront Alliance, Inc.",PO Box 900645,"PO Box 900645, Far Rockaway",40.5998931,-73.7448437,Far Rockaway,NY,1687,(718) 327-5919,"Multi-Discipline, Non-Perform",Queens Council District #31,Queens Community Board #14,Queens,,,,
0101000020E61000008C74F519867852C0CA15832CB0684440,10474,"Rocking the Boat, Inc.",812 Edgewater Road,"812 Edgewater Road, Bronx",40.8178764,-73.8831849,Bronx,NY,1688,(718) 466-5799,"Multi-Discipline, Non-Perform",Bronx Council District #17,Bronx Community Board #2,Bronx,11502,2006493,2027620314,Hunts Point
0101000020E61000009557F844687F52C0A950DD5CFC5C4440,10003,"Rod Rodgers Dance Company, Inc.",62 East 4th Street,"62 East 4th Street, New York",40.7264515,-73.9907391,New York,NY,1689,(212) 674-9066,Dance,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,38,1077964,1004590017,East Village
0101000020E61000006BE8B00CBB7C52C05131CEDF84674440,10027,Romare Bearden Foundation,"2090 Adam Clayton Powell, Jr. Blvd","2090 Adam Clayton Powell, Jr. Blvd, New York",40.8087425,-73.9489166,New York,NY,1690,(212) 924-0455 x105,Visual Arts,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,222,1058640,1019300030,Central Harlem South
0101000020E610000030630AD6387F52C0E877503F5E564440,11215,Rooftop Films,"232 3rd Street, Apt. D101","232 3rd Street, Apt. D101, Brooklyn",40.6747512,-73.987844,Brooklyn,NY,1691,(212) 277-8021,Film/Video/Audio,Brooklyn Council District #39,Brooklyn Community Board #6,Brooklyn,119,3337594,3009800008,Park Slope-Gowanus
0101000020E6100000E7678FBC987C52C0A0FF7975E9614440,10044,Roosevelt Island Historical Society,P.O. Box 5,"P.O. Box 5, Roosevelt Island",40.7649371,-73.9468223,Roosevelt Island,NY,1692,(212) 688-4836,Humanities,Manhattan Council District #5,Manhattan Community Board #8,Manhattan,,,,
0101000020E610000023CCFE8AC67C52C07CFE6AC482614440,10044,Roosevelt Island Theatre Corporation,548 Main Street,"548 Main Street, New York",40.7618032,-73.9496181,New York,NY,1693,(212) 371-4449,"Multi-Discipline, Performing",Manhattan Council District #5,Manhattan Community Board #8,Manhattan,23801,1084696,1013730030,Lenox Hill-Roosevelt Island
0101000020E6100000E76ED74BD37C52C04C88B9A46A614440,10044,"Roosevelt Island Youth Program, Inc.",506 Main Street,"506 Main Street, New York",40.761067,-73.9503965,New York,NY,1694,(212) 935-3645,Music,Manhattan Council District #5,Manhattan Community Board #8,Manhattan,23801,1083215,1013730001,Lenox Hill-Roosevelt Island
0101000020E61000002F34D769A47D52C02CBB6070CD5B4440,11249,"Roots&Branches Theater, Inc.",254 Wythe Avenue,"254 Wythe Avenue, Brooklyn",40.717207,-73.96316,Brooklyn,NY,1695,(315) 497-7628,Theater,Manhattan Council District #1,Manhattan Community Board #3,Manhattan,,,,
0101000020E6100000B1039DFF8D7F52C0FA50589874614440,10036,Rosie's Theater Kids,445 West 45th Street,"445 West 45th Street, New York",40.7613707,-73.9930419,New York,NY,1696,(646) 434-2773,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,121,1026440,1010550010,Clinton
0101000020E6100000E85729F3C57E52C0F6E6DC92C1574440,11217,"Roulette Intermedium, Inc.",509 Atlantic Avenue,"509 Atlantic Avenue, Brooklyn",40.6855949,-73.9808319,Brooklyn,NY,1697,(212) 219-8242,Music,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,39,3000753,3001797503,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
0101000020E6100000C87A6AF5557F52C0C05C8B16A0604440,10018,"Roundabout Theatre Company, Inc.","231 West 39th Street, Ste. 1200","231 West 39th Street, Ste. 1200, New York",40.7548855,-73.9896215,New York,NY,1698,(212) 719-9393,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,113,1014499,1007890021,Midtown-Midtown South
0101000020E6100000982ABDDB618052C0C37295383C5B4440,10128,"Roundtable Ensemble, Ltd.",P.O. Box 6272,"P.O. Box 6272, New York",40.7127753,-74.0059728,New York,NY,1699,(212) 223-2619,Theater,Manhattan Council District #4,Manhattan Community Board #6,Manhattan,,,,
0101000020E61000009FCDAACFD57D52C079CA6ABA9E664440,10025,"Roust Theatre Company, Inc.","211 West 107th Street, Apt. 5W","211 West 107th Street, Apt. 5W, New York",40.801719,-73.966175,New York,NY,1700,(212) 666-3813,Theater,Manhattan Council District #8,Manhattan Community Board #7,Manhattan,195,1056652,1018790021,Morningside Heights
0101000020E6100000CE7EEE15277C52C0CFBC1C76DF6C4440,10033,"Royal Family Productions, Inc.",66 Pinehurst Ave.,"66 Pinehurst Ave., New York",40.8505695,-73.9398856,New York,NY,1701,(646) 244-8207,Theater,Manhattan Council District #10,Manhattan Community Board #12,Manhattan,265,1064307,1021770132,Washington Heights South
0101000020E6100000280F0BB5A67352C0E5411FD1A9594440,11435,"Royal People Group, Inc.",147-12 Archer Ave,"147-12 Archer Ave, Jamaica",40.7004949,-73.80705,Jamaica,NY,1702,(718) 291-1094,Literature,Queens Council District #28,Queens Community Board #12,Queens,208,4213999,4099980091,Jamaica
0101000020E610000036BFAB2FDC7F52C0EC5E3821BE5E4440,10011,Rubin Museum of Art,150 West 17th Street,"150 West 17th Street, New York",40.7401773,-73.9978141,New York,NY,1703,(212) 620-0628 x312,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #4,Manhattan,81,1014595,1007920064,Hudson Yards-Chelsea-Flatiron-Union Square
0101000020E61000007DAAAF53517F52C09797570971604440,10018,Rush Philanthropic Arts Foundation,"512 Seventh Avenue, 43rd Floor","512 Seventh Avenue, 43rd Floor, New York",40.7534496,-73.9893388,New York,NY,1704,(212) 997-3034,Visual Arts,Manhattan Council District #5,Manhattan Community Board #3,Manhattan,109,1014460,1007870044,Midtown-Midtown South
0101000020E61000001A03A1ABE37C52C01F33ABD271624440,10021,Russian American Cultural Center,"520 East 76th Street, Apt. 7 E","520 East 76th Street, Apt. 7 E, New York",40.7690986,-73.9513959,New York,NY,1705,(212) 744-5168,"Multi-Discipline, Non-Perform",Manhattan Council District #8,Manhattan Community Board #5,Manhattan,132,1046307,1014870039,Lenox Hill-Roosevelt Island
0101000020E6100000EA53D8567D7E52C00C5FBAA4C5554440,11215,Science Live Productions Inc,560 2nd St,"560 2nd St, Brooklyn",40.6700941,-73.9764001,Brooklyn,NY,1706,(718) 724-3563,Science,Brooklyn Council District #39,Brooklyn Community Board #6,Brooklyn,155,3025306,3010780033,Park Slope-Gowanus
0101000020E6100000C5CD041E737B52C06CF2EF8EE76D4440,10040,Russian American Cultural Heritage Center,"34 Hillside Avenue, Apt. 4C","34 Hillside Avenue, Apt. 4C, New York",40.8586291,-73.9289012,New York,NY,1707,(212) 567-5834,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #7,Manhattan Community Board #12,Manhattan,283,1064130,1021710052,Washington Heights North
0101000020E61000001D210379F67B52C03FE65EBB0F6D4440,10033,"Russian Musical Arts Society of America, Inc.","731 West 183rd Street,  Apt. 3I","731 West 183rd Street,  Apt. 3I, New York",40.8520426,-73.9369185,New York,NY,1708,(212) 928-1402,Music,Manhattan Council District #7,Manhattan Community Board #12,Manhattan,273,1064410,1021800085,Washington Heights North
0101000020E61000007FB5B4641F7F52C073011E0714604440,10018,"Russian-American Foundation, Inc.","70 West 36th Street, Ste. 701","70 West 36th Street, Ste. 701, New York",40.7506112,-73.9862911,New York,NY,1709,(212) 687-6132,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #5,Manhattan,84,1015916,1008377501,Midtown-Midtown South
0101000020E6100000996D5D20777F52C020B990A2294C4440,11214,"Ryan Repertory Company, Inc.",2445 Bath Avenue,"2445 Bath Avenue, Brooklyn",40.5950206,-73.9916459,Brooklyn,NY,1710,(718) 996-4800,Theater,Brooklyn Council District #47,Brooklyn Community Board #11,Brooklyn,302,3186057,3068770001,Bensonhurst East
0101000020E6100000E9B7AF03E77F52C0AAD6C22CB4584440,11201,"S.E.M. Ensemble, Inc.",25 Columbia Place,"25 Columbia Place, Brooklyn",40.6929985,-73.998475,Brooklyn,NY,1711,(718) 488-7659,Music,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,7,3002274,3002590012,Brooklyn Heights-Cobble Hill
0101000020E6100000AAC7C738907D52C00CDCCBC7FF584440,11205,"SENS Production, Inc.",148 Classon Avenue,"148 Classon Avenue, Brooklyn",40.6953058,-73.9619276,Brooklyn,NY,1713,(718) 302-5024,Dance,Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn,191,3054626,3018950042,Clinton Hill
0101000020E6100000D6FD63213A8052C0AEC6C848AC5D4440,10014,SMARTSPACES-DOT-ORG,61 7th Avenue South,"61 7th Avenue South, New York",40.7318202,-74.003548,New York,NY,1714,(646) 823-6993,"Multi-Discipline, Non-Perform",Manhattan Council District #3,Manhattan Community Board #2,Manhattan,67,1009947,1005870021,West Village
0101000020E61000001589AEB0857D52C0668BFF965B544440,11225,"STEM From Dance, Inc.",590 Flatbush Avenue,"590 Flatbush Avenue, Brooklyn",40.6590451,-73.9612848,Brooklyn,NY,1715,(516) 521-9740,Dance,Brooklyn Council District #40,Brooklyn Community Board #9,Brooklyn,79802,3114604,3050260132,Prospect Lefferts Gardens-Wingate
0101000020E610000012C0CDE2C57A52C00F7C0C569C604440,11101,"SYREN Modern Dance, Inc.","3420 44th Street, #3F","3420 44th Street, #3F, Long Island City",40.754771,-73.918328,Long Island City,NY,1716,(917) 650-5134,Dance,Queens Council District #26,Queens Community Board #1,Queens,159,4012316,4007030034,Astoria
0101000020E6100000B52D6FB31D8052C0B0E99CFA9B5F4440,10011,"Sachiyo Ito and Company, Inc.","405 West 23rd Street, Ste. 4G","405 West 23rd Street, Ste. 4G, New York",40.7469476,-74.0018128,New York,NY,1717,(212) 627-0265,Dance,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,93,1077236,1007217501,Hudson Yards-Chelsea-Flatiron-Union Square
0101000020E61000001CEDB8E1777552C096218E7571594440,11418,Sacred Music Chorale of Richmond Hill,86-20 114th Street,"86-20 114th Street, Richmond Hill",40.698775,-73.835442,Richmond Hill,NY,1718,(917) 837-5783,Music,Queens Council District #30,Queens Community Board #9,Queens,130,4192690,4092260069,Richmond Hill
0101000020E6100000FC08B254CD7E52C008180225AA614440,10019,"Saeko Ichinohe and Company, Inc.","159 West 53rd Street, Suite 22-H","159 West 53rd Street, Suite 22-H, New York",40.7630049,-73.9812824,New York,NY,1719,(212) 757-2531,Dance,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,131,1023166,1010067501,Midtown-Midtown South
0101000020E6100000F8B6AA36498A52C0D3E759FF9D454440,10312,Saint Alban's Episcopal Church,76 Saint Alban's Place,"76 Saint Alban's Place, Staten Island",40.5438842,-74.1607186,Staten Island,NY,1720,(718) 984-7756,Music,Staten Island Council Dist #51,Staten Island Community Brd #3,Staten Island,15601,5107683,5052390048,Great Kills
0101000020E6100000B719B84D827D52C06F17F5A4A7584440,11205,"Saint Mary's Community Services, Inc.",230 Classon Avenue,"230 Classon Avenue, Brooklyn",40.6926161,-73.9610781,Brooklyn,NY,1721,(718) 230-0827,"Multi-Discipline, Performing",Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn,193,3054909,3019090053,Clinton Hill
0101000020E6100000587F3AD4A57F52C0DFC5FB71FB5D4440,10003,Salmagundi Club,47 Fifth Avenue,"47 Fifth Avenue, New York",40.734236,-73.9944964,New York,NY,1722,(212) 255-7740 x210,Visual Arts,Manhattan Council District #2,Manhattan Community Board #2,Manhattan,61,1009274,1005690004,West Village
0101000020E6100000982ABDDB618052C0C37295383C5B4440,10017,Salon de Virtuosi,P.O. Box 816,"P.O. Box 816, New York",40.7127753,-74.0059728,New York,NY,1723,(914) 589-6880,Music,Manhattan Council District #4,Manhattan Community Board #5,Manhattan,,,,
0101000020E61000005AF3E32FAD7D52C0F9156BB8C8674440,10115,Salvadori Center,"475 Riverside Drive, Suite 1272","475 Riverside Drive, Suite 1272, New York",40.810813,-73.9636955,New York,NY,1724,(212) 870-3970,Architecture/Design,Manhattan Council District #7,Manhattan Community Board #9,Manhattan,205,1059835,1019910001,Morningside Heights
0101000020E6100000606C6B555C7852C0D73D682C50604440,11372,Salvation Army,86-07 35th Avenue,"86-07 35th Avenue, Jackson Heights",40.7524467,-73.8806356,Jackson Heights,NY,1725,(212) 337-7201,"Multi-Discipline, Performing",Queens Council District #25,Queens Community Board #3,Queens,279,4437130,4014470035,Jackson Heights
0101000020E61000001EE1B4E0457852C017BCE82B485B4440,11379,Salvatore LaRussa Dance Co.,66-79 73 Place,"66-79 73 Place, Middle Village",40.71314,-73.879265,Middle Village,NY,1726,(917) 686-7429,Dance,Queens Council District #30,Queens Community Board #5,Queens,65702,4071451,4030580003,Middle Village
0101000020E6100000495EE7F0DA8D52C07B4496163F454440,10309,Sandy Ground Historical Society,1538 Woodrow Road,"1538 Woodrow Road, Staten Island",40.5409878,-74.2164881,Staten Island,NY,1727,(718) 317-5796,Museum,Staten Island Council Dist #51,Staten Island Community Brd #3,Staten Island,20803,5085733,5070200098,Rossville-Woodrow
0101000020E610000084447F0D2D7F52C056FB2AAF4B5D4440,10003,"Sarah Michelson, Inc.",140 Second Ave #501,"140 Second Ave #501, New York",40.7288722,-73.9871248,New York,NY,1728,(212) 375-8283,Dance,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,38,1006362,1004500006,East Village
0101000020E610000096B1A19B7D7F52C03563D17476604440,10018,"Saratoga International Theater Institute, Inc.","520 Eighth Avenue, Ste. 310","520 Eighth Avenue, Ste. 310, New York",40.753615,-73.9920415,New York,NY,1729,(212) 868-0860,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,109,1083624,1007860001,Midtown-Midtown South
0101000020E610000096B1A19B7D7F52C03563D17476604440,10018,Scandinavian American Theater Company,520 8th Ave,"520 8th Ave, New York",40.753615,-73.9920415,New York,NY,1730,(646) 508-2263,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,109,1083624,1007860001,Midtown-Midtown South
0101000020E6100000D02A33A5758152C039341B1A05514440,11209,Scandinavian East Coast Museum,440 Ovington Avenue,"440 Ovington Avenue, Brooklyn",40.6329682,-74.0228055,Brooklyn,NY,1731,(718) 567-9620,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #43,Brooklyn Community Board #10,Brooklyn,130,3146599,3058920024,Bay Ridge
0101000020E6100000A7EA1ED95C7E52C0856A3986B6574440,11217,"Scenarios USA, Inc.",80 Hanson Place,"80 Hanson Place, Brooklyn",40.6852577,-73.974417,Brooklyn,NY,1732,(718) 230-5125,Film/Video/Audio,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn,35,3057479,3020030034,Fort Greene
0101000020E6100000DCE0FA66517D52C05FC7C90E3B574440,11238,"School News Nationwide, Inc.",1068 Fulton Street,"1068 Fulton Street, Brooklyn",40.6814898,-73.9580934,Brooklyn,NY,1733,(718) 753-9920,Visual Arts,Brooklyn Council District #35,Brooklyn Community Board #13,Brooklyn,227,3057701,3020160012,Clinton Hill
0101000020E610000072D8220EFE7E52C07CF9539918634440,10023,"School of American Ballet, Inc.","70 Lincoln Center Plaza, Fifth Floor","70 Lincoln Center Plaza, Fifth Floor, New York",40.7741882,-73.9842563,New York,NY,1734,(212) 769-6600,Dance,Manhattan Council District #6,Manhattan Community Board #4,Manhattan,149,1077844,1011377501,Lincoln Square
0101000020E6100000A842F284147F52C04B6B1D66795D4440,10003,Sculptors Alliance Inc.,"305 East 11th Street, Apt. 5D","305 East 11th Street, Apt. 5D, New York",40.7302673,-73.9856274,New York,NY,1735,(212) 982-4135,Visual Arts,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40,1079353,1004530011,East Village
0101000020E6100000670C7382367C52C0103A8D599B5F4440,11101,"Sculpture Center, Inc.",44-19 Purves Street,"44-19 Purves Street, Long Island City",40.7469284,-73.940827,Long Island City,NY,1736,(718) 361-1750,Visual Arts,Queens Council District #26,Queens Community Board #2,Queens,19,4461880,4002670014,Hunters Point-Sunnyside-West Maspeth
0101000020E6100000756CA928037D52C013C60556C4574440,11216,"Search and Restore, Inc.","332 Gates Avenue, Apt 1","332 Gates Avenue, Apt 1, New York City",40.6856792,-73.9533178,New York City,NY,1737,(617) 548-3961,Music,Brooklyn Council District #36,Brooklyn Community Board #3,Manhattan,,,,
0101000020E61000003FA319306D7F52C0C851CAB5B2584440,11201,"Seaside Summer Concert Series, Inc.","32 Court Street, Ste. 607","32 Court Street, Ste. 607, Brooklyn",40.6929538,-73.9910393,Brooklyn,NY,1738,(212) 297-4888,Music,Brooklyn Council District #47,Brooklyn Community Board #13,Brooklyn,9,3002248,3002550044,Brooklyn Heights-Cobble Hill
0101000020E61000008C9E5BE84A7052C0A4DE5339ED5D4440,11427,"Second Generation Productions, Inc.",80-17 Bell Blvd.,"80-17 Bell Blvd., Hollis Hillls",40.733802,-73.754572,Hollis Hillls,NY,1739,(212) 334-4777,Theater,Queens Council District #23,Queens Community Board #11,Manhattan,,,,
0101000020E61000006EA296E6567F52C0116E32AA0C614440,10036,Second Stage Theatre,305 West 43rd Street,"305 West 43rd Street, New York",40.758199,-73.989679,New York,NY,1740,(212) 787-8302 x106,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,121,1024967,1010340029,Clinton
0101000020E6100000C3F5285C8F7C52C0E74E5546C85B4440,11211,Secret City,378 Manhattan Ave #2L,"378 Manhattan Ave #2L, Brooklyn",40.7170494,-73.94625,Brooklyn,NY,1741,(917) 208-7948,"Multi-Discipline, Performing",Brooklyn Council District #33,Brooklyn Community Board #1,Manhattan,20102,,,Central Harlem South
0101000020E6100000498F954E5A7F52C076172829B05E4440,10010,Seedco Financial Services,"915 Broadway, 17th Floor","915 Broadway, 17th Floor, New York",40.739751,-73.9898869,New York,NY,1742,(212) 204-1300,Other,Manhattan Council District #2,Manhattan Community Board #5,Manhattan,52,1016226,1008490070,Hudson Yards-Chelsea-Flatiron-Union Square
0101000020E6100000D28437B57D7F52C0DFC4909C4C594440,11201,Seeing for Ourselves Inc,101 Clark Street,"101 Clark Street, Brooklyn",40.6976505,-73.9920476,Brooklyn,NY,1743,(914) 413-5378,Photography,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,1,3001727,3002320001,Brooklyn Heights-Cobble Hill
0101000020E6100000C57BC49EAC8052C02CE400B0F05A4440,10007,September 11th Widows and Victim Families Association,"22 Cortlandt Street, Suite 801","22 Cortlandt Street, Suite 801, New York",40.7104702,-74.0105359,New York,NY,1744,(212) 422-3520 x111,Museum,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,13,1001069,1000630003,Battery Park City-Lower Manhattan
0101000020E6100000BC822337797F52C0D7A19A92AC624440,10019,September Concert Foundation,601 West 57th St #37D,"601 West 57th St #37D, New York",40.7708915,-73.9917734,New York,NY,1745,(212) 333-3399,Music,Manhattan Council District #6,Manhattan Community Board #4,Manhattan,135,1081009,1011050029,Clinton
0101000020E6100000B5B05D90E38652C016719582C9514440,10310,"Serenade at Historic Christ Church, Inc.",228 Bard Avenue,"228 Bard Avenue, Staten Island",40.6389621,-74.1076394,Staten Island,NY,1746,(718) 727-6100,Music,Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island,97,5003543,5001380162,West New Brighton-New Brighton-St. George
0101000020E6100000911ED0E3414552C0B594E299865F4440,11782,Serious Fun After School Inc.,237 Lincoln Ave,"237 Lincoln Ave, Sayville",40.7462952,-73.0821466,Sayville,NY,1747,(718) 956-5945,Theater,Queens Council District #26,Queens Community Board #2,Queens,,,,
0101000020E6100000DEA2DD32717C52C0ADA415DF50534440,11203,"Sesame Flyers International, Inc.",3510 Church Avenue,"3510 Church Avenue, Brooklyn",40.6509055,-73.9444091,Brooklyn,NY,1748,(718) 693-0500,Music,Brooklyn Council District #45,Brooklyn Community Board #17,Brooklyn,856,3109467,3048890004,East Flatbush-Farragut
0101000020E6100000E89260600C7C52C0C6E061DA376B4440,10032,Seven Stories Institute,2113 Amsterdam Avenue,"2113 Amsterdam Avenue, New York",40.837642,-73.9382554,New York,NY,1749,(347) 688-4456,Humanities,Manhattan Council District #10,Manhattan Community Board #12,Manhattan,24301,1062632,1021110008,Washington Heights South
0101000020E61000006E6EA708CB7D52C08C8C690135624440,10065,"Seventh Regiment Armory Conservancy, Inc.",643 Park Avenue,"643 Park Avenue, New York",40.7672426,-73.9655172,New York,NY,1750,(212) 616-3951,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #4,Manhattan Community Board #8,Manhattan,120,1042460,1014010001,Upper East Side-Carnegie Hill
0101000020E61000007677F8C6EB7E52C04B0D23731B644440,10023,"Shadow Box Theatre, Inc.","325 West End Avenue, Apt. 12B","325 West End Avenue, Apt. 12B, New York",40.7820877,-73.9831407,New York,NY,1751,(212) 724-0677,"Multi-Discipline, Performing",Manhattan Council District #6,Manhattan Community Board #7,Manhattan,163,1031026,1011850019,Upper West Side
0101000020E6100000AF7C96E7C17F52C0003ACC97175F4440,10011,Shakespeare Society,191 7th Avenue,"191 7th Avenue, New York",40.7429075,-73.99621,New York,NY,1752,(212) 967-6802,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,87,1080586,1007970002,Hudson Yards-Chelsea-Flatiron-Union Square
0101000020E610000079AD84EE927852C03218C858125F4440,11373,Sheba USA Inc.,"42-15, 81 Street","42-15, 81 Street, Elmhurst",40.7427474,-73.883968,Elmhurst,NY,1753,(718) 507-7773,Other,Queens Council District #25,Queens Community Board #3,Queens,,,,
0101000020E6100000826A285A5E7E52C03493B943D4644440,10024,"Shen Wei Dance Arts, Inc.",165 West 86th Street,"165 West 86th Street, New York",40.7877278,-73.9745088,New York,NY,1754,(212) 962-1113,Dance,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,173,1032188,1012170001,Upper West Side
0101000020E610000020AC10A0707D52C03C7B78E0AD494440,11235,Shorefront YM-YWHA of Brighton Manhattan Beach Inc,3300 Coney Island Avenue,"3300 Coney Island Avenue, Brooklyn",40.5756188,-73.9599991,Brooklyn,NY,1755,(347) 689-1880,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #48,Brooklyn Community Board #13,Brooklyn,36002,3326880,3086930001,Brighton Beach
0101000020E6100000D296299C937E52C0BBF83658935F4440,10016,"Shotgun Productions, Inc.","165 East 35th Street, Suite 7J","165 East 35th Street, Suite 7J, New York",40.7466841,-73.9777594,New York,NY,1756,(917) 371-7612,Theater,,Manhattan Community Board #6,Manhattan,80,1018910,1008910039,Murray Hill-Kips Bay
0101000020E6100000E93697D1FE7952C03CF71E2E39594440,11385,"Showpaper, Inc",915 Wyckoff Ave.,"915 Wyckoff Ave., Ridgewood",40.6970575,-73.9061779,Ridgewood,NY,1757,(347) 746-5512,Music,Queens Council District #32,Queens Community Board #5,Queens,553,4085562,4035490004,Ridgewood
0101000020E61000005187156E797F52C05B92A8BCC25D4440,10003,"Sign of the Times Theater Company, Inc.","80 East 11th Street, Suite 301C","80 East 11th Street, Suite 301C, New York",40.7325054,-73.9917865,New York,NY,1758,(917) 334-2897,Theater,Manhattan Council District #2,Manhattan Community Board #2,Manhattan,61,1009108,1005620024,West Village
0101000020E6100000266CE45F707F52C04D31074147614440,10036,"Signature Theatre Company, Inc.","630 Ninth Avenue, Ste. 1106","630 Ninth Avenue, Ste. 1106, New York",40.759987,-73.9912338,New York,NY,1759,(212) 967-1913 x11,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,121,1024982,1010350001,Clinton
0101000020E610000007F98F3B5B7E52C0E54E9FD3E2644440,10024,"Silent Cinema Presentations, Inc.",176 West 87th Street #1D,"176 West 87th Street #1D, New York",40.7881722,-73.9743184,New York,NY,1760,(212) 595-5655,Film/Video/Audio,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,173,1032218,1012170064,Upper West Side
0101000020E61000000960144E9C7E52C087F9F202EC564440,11217,Silver-Brown Foundation,"11 Sterling Place, Suite 5C","11 Sterling Place, Suite 5C, Brooklyn",40.6790775,-73.9782901,Brooklyn,NY,1761,(917) 482-8404,Dance,Brooklyn Council District #33,Brooklyn Community Board #6,Brooklyn,12902,3019034,3009417501,Park Slope-Gowanus
0101000020E610000081E8EEDFE17F52C0CE44C7C49C5C4440,10012,Sing for Hope,"548 Broadway, Third Floor","548 Broadway, Third Floor, New York",40.7235342,-73.9981613,New York,NY,1763,(212) 966-5955,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #1,Manhattan Community Board #2,Brooklyn,509,,,Williamsburg
0101000020E61000003CE180F1677E52C0BA3F283971534440,11218,"Singing Winds, Inc.",625 Greenwood Avenue,"625 Greenwood Avenue, Brooklyn",40.6518928,-73.9750942,Brooklyn,NY,1764,(718) 564-5983,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #39,Brooklyn Community Board #12,Brooklyn,50202,3122596,3052770046,Windsor Terrace
0101000020E61000007505DB88277D52C0F56915FDA1574440,11216,Siren - protectors of the Rainforest,90 Monroe Street,"90 Monroe Street, New York City",40.684631,-73.955538,New York City,NY,1765,(917) 455-0719,"Multi-Discipline, Performing",Brooklyn Council District #36,Brooklyn Community Board #3,Manhattan,,,,
0101000020E6100000A93FB104887852C09BB3999E0B534440,11239,Sisters With Purpose Inc.,1310 Pennsylvania Avenue,"1310 Pennsylvania Avenue, Brooklyn",40.6487921,-73.8833019,Brooklyn,NY,1766,(646) 460-4101,Dance,Brooklyn Council District #42,Brooklyn Community Board #5,Brooklyn,105804,3342903,3044520001,Starrett City
0101000020E61000007BCCF6D7617E52C0DD5ACB097F644440,10024,"Six Figures, Inc.","P.O. Box 88, Planetarium Station","P.O. Box 88, Planetarium Station, New York",40.7851269,-73.9747219,New York,NY,1767,(212) 854-0179,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,,,,
